siff_sId,showName,country,holder,actor,showTime,cname,hname_cn
HB0206    ,达拉斯买家俱乐部,美国,让·马克·瓦雷,马修·麦康纳，杰瑞德·莱托,2014-06-20 20:45:00.000,沪北电影院,大厅
HB0204    ,42号传奇,美国,布莱恩·海尔格兰德,查德维克·博斯曼 ，哈里森·福特,2014-06-20 15:45:00.000,沪北电影院,大厅
HB0193    ,绿意依旧盎然,奥地利,马克·纳贝斯尼克,克里斯蒂安·霍德科，阿普·林登伯格，迈克尔·克里斯托夫,2014-06-19 13:30:00.000,沪北电影院,大厅
HB0185    ,瓦西里撒,俄罗斯,安东·希维斯,斯维特拉纳·库德钦科娃，德米特里·索罗米钦，杰罗姆·库辛,2014-06-18 18:30:00.000,沪北电影院,大厅
HB0145    ,孤独的生还者,美国,彼得·博格,马克·沃尔伯格，泰勒·克奇,2014-06-14 18:30:00.000,沪北电影院,大厅
HB0144    ,当我们还是少年,加拿大,理查德·古多,西蒙·彼金，德瑞克·波桑，塞缪尔·高瑟,2014-06-14 15:45:00.000,沪北电影院,大厅
HB0214    ,大梦想家,美国,约翰·李·汉考克,艾玛·汤普森，汤姆·汉克斯,2014-06-21 15:45:00.000,沪北电影院,大厅
HB0194    ,世界上最强的男人,加拿大,丹尼尔·罗比,安托万·贝特朗，纪尧姆·西尔，吉尔·贝罗斯,2014-06-19 15:45:00.000,沪北电影院,大厅
HB0184    ,拯救,意大利,法比奥·格拉萨多尼亚，安东尼奥·皮亚扎,萨利赫·巴克里，卢伊吉洛·肖卡，卡洛琳娜·克雷仙蒂,2014-06-18 15:45:00.000,沪北电影院,大厅
HB0174    ,强悍,意大利,吉安尼·阿梅利奥,安东尼奥·阿尔巴内斯，利维亚·罗西,2014-06-17 15:45:00.000,沪北电影院,大厅
TD1144    ,第一个夏天,葡萄牙,阿德里亚诺·门德斯,安娜贝拉·卡耶塔诺，阿德里亚诺·门德斯,2014-06-14 15:45:00.000,UME新天地国际影城,一厅
TD1224    ,劳伦斯与霍洛曼,加拿大,马修·科沃尔彻克,本·科腾，丹尼尔·阿诺德，凯瑟琳·伊莎贝拉,2014-06-22 15:45:00.000,UME新天地国际影城,一厅
TD1186    ,守护天使,加拿大,让·塞巴斯蒂安·罗德,玛丽莲·卡斯顿圭，盖伊·纳顿,2014-06-18 20:45:00.000,UME新天地国际影城,一厅
TD1156    ,真不走运,德国,彼得·托沃斯,莫里兹·布雷多，阿克赛·斯坦,2014-06-15 20:45:00.000,UME新天地国际影城,一厅
TD1145    ,虎兔英雄传剧场版-崛起,日本,米谷良知,中村悠一，平田广明，平田广明,2014-06-14 18:30:00.000,UME新天地国际影城,一厅
TD1154    ,少年林肯,美国,A.J.霍华斯, 黛安·克鲁格 ，杰森·克拉科 ，布里特·马灵 ， 韦斯·本特利,2014-06-15 15:45:00.000,UME新天地国际影城,一厅
TD1176    ,墙后低语,德国,格热戈日·穆斯卡拉,文森特·戴茨基，卡特琳娜·海耶,2014-06-17 20:45:00.000,UME新天地国际影城,一厅
TD1165    ,玩命毒师,意大利,西德尼·西比利亚,艾多尔多·里奥，瓦莱丽亚·索拉里诺，瓦莱里奥·阿普雷亚,2014-06-16 18:30:00.000,UME新天地国际影城,一厅
TD1206    ,灵触3D,泰国,泊查依 红格拉塔纳珀,纳瓦·君拉纳拉，雅雅英,2014-06-20 20:45:00.000,UME新天地国际影城,一厅
TD1205    ,黑执事,日本,大谷健太郎, 刚力彩芽，山本美月,2014-06-20 18:30:00.000,UME新天地国际影城,一厅
TD1153    ,沙漠驼影,澳大利亚,约翰·卡兰,米娅·华希科沃斯卡，亚当·德赖弗,2014-06-15 13:30:00.000,UME新天地国际影城,一厅
TD1223    ,就是你，查理,加拿大,艾玛纽尔.诗瑞尼安,迈克尔·科恩，艾玛·弗勒里,2014-06-22 13:30:00.000,UME新天地国际影城,一厅
TD1215    ,继续活着,英国,乌贝托·帕索里尼,埃迪·马森 ，琼安·弗洛加特，安德鲁·巴肯,2014-06-21 18:30:00.000,UME新天地国际影城,一厅
TD1214    ,杜布罗夫斯基,俄罗斯,亚历山大·万大诺夫 ，基里尔·米罕诺夫斯基,丹尼拉·科兹洛夫斯基 ，伊戈尔·戈丁,2014-06-21 15:45:00.000,UME新天地国际影城,一厅
TD1166    ,42号传奇,美国,布莱恩·海尔格兰德,查德维克·博斯曼 ，哈里森·福特,2014-06-16 20:45:00.000,UME新天地国际影城,一厅
TD1155    ,我的傻外甥,意大利,马特奥·顾里图,朱塞佩·巴蒂斯通，泰科·切利奥，罗科·普拉斯尼卡,2014-06-15 18:30:00.000,UME新天地国际影城,一厅
TD1226    ,泡沫人生,法国,米歇尔·冈瑞,罗曼·杜里斯，奥黛丽·塔图,2014-06-22 20:45:00.000,UME新天地国际影城,一厅
TD1225    ,蜜月杀机,英国,霍辛·阿米尼, 克斯汀·邓斯特 ，维果·莫腾森 ，奥斯卡·伊萨克,2014-06-22 18:30:00.000,UME新天地国际影城,一厅
TD1216    ,男孩们和吉约姆,法国,吉约姆·高丽安,吉约姆·高丽安，安德烈·马尔孔，弗兰西丝·法比安,2014-06-21 20:45:00.000,UME新天地国际影城,一厅
TD1213    ,马孔多,奥地利,苏达贝·莫特塞,拉马萨·明凯洛，阿斯兰·埃尔比,2014-06-21 13:30:00.000,UME新天地国际影城,一厅
TD1146    ,小英格兰,希腊,潘多利·佛加瑞,Pinelopi Tsilika，Sofia Kokkali，Aneza Papadopoulou,2014-06-14 20:45:00.000,UME新天地国际影城,一厅
TD1143    ,自我,瑞典,丽莎·詹姆斯·拉赫松,马丁·沃斯特罗姆，玛莲娜·艾秋,2014-06-14 13:30:00.000,UME新天地国际影城,一厅
TD1196    ,唯爱永生,英国,吉姆·贾木许,蒂尔达·斯文顿，汤姆·希德勒斯顿,2014-06-19 20:45:00.000,UME新天地国际影城,一厅
TD1195    ,恐怖直播,韩国,金秉祐,河正宇,2014-06-19 18:30:00.000,UME新天地国际影城,一厅
TD1185    ,换个人来爱,法国,艾曼纽勒·莫雷,维吉妮·拉朵嫣，乔伊·斯塔尔,2014-06-18 18:30:00.000,UME新天地国际影城,一厅
TD1175    ,冒牌王子,意大利,亚历桑德罗·希亚尼,亚历桑德罗·希亚尼，克里斯蒂安·德·西卡，莎拉·菲尔伯鲍姆,2014-06-17 18:30:00.000,UME新天地国际影城,一厅
QY1186    ,突出重围,俄罗斯,阿列克谢·乌奇捷利,阿尔乔姆·贝斯特罗夫，亚瑟·斯莫扬诺夫，帕维尔·沃罗佐索夫,2014-06-18 20:45:00.000,曲阳影都,一厅
QY1166    ,银行女劫匪,德国,克里斯蒂安·阿瓦特,肯·杜肯，娜达莎·布锐妮克,2014-06-16 20:45:00.000,曲阳影都,一厅
QY1176    ,不义之财 3,瑞典,简·约翰森,马蒂亚斯·瓦雷拉，乔尔·金纳曼，马丁·沃斯特罗姆,2014-06-17 20:45:00.000,曲阳影都,一厅
QY1225    ,沙漠驼影,澳大利亚,约翰·卡兰,米娅·华希科沃斯卡，亚当·德赖弗,2014-06-22 18:30:00.000,曲阳影都,一厅
QY1213    ,国际象棋游戏,巴西,路易斯·安东尼奥· 佩雷拉,Wesley Aguiar，Tuca Andrada,2014-06-21 13:30:00.000,曲阳影都,一厅
QY1184    ,回路人生,加拿大,梅林·德维塞维克,大卫·里奇蒙德·派克，理查德·哈蒙,2014-06-18 15:45:00.000,曲阳影都,一厅
QY1214    ,绝命四人组,英国,帕斯卡尔·舒梅,皮尔斯·布鲁斯南，托妮·克莱特，亚伦·保尔,2014-06-21 15:45:00.000,曲阳影都,一厅
QY1155    ,外交秘闻,法国,沃尔克·施隆多夫, 安德烈·杜索里埃 ， 尼尔斯·阿莱斯楚普,2014-06-15 18:30:00.000,曲阳影都,一厅
QY1183    ,礼物,俄罗斯,谢尔盖·卡拉达什,瓦西里·伊万诺夫,2014-06-18 13:30:00.000,曲阳影都,一厅
QY1175    ,俄国公熊,俄罗斯,格列布·奥尔洛夫,弗拉迪米尔·伊雷因,2014-06-17 18:30:00.000,曲阳影都,一厅
QY1165    ,生存法则,加拿大,罗斯·弗格森,达斯汀·米利甘，迈克尔·艾克朗德，汤姆·巴特勒,2014-06-16 18:30:00.000,曲阳影都,一厅
QY1224    ,逐梦师奶,德国,马克·伦辛,斯特芬·库纳特,2014-06-22 15:45:00.000,曲阳影都,一厅
QY1216    ,泡沫人生,法国,米歇尔·冈瑞,罗曼·杜里斯，奥黛丽·塔图,2014-06-21 20:45:00.000,曲阳影都,一厅
QY1223    ,她爱他,法国,珍妮·亨利,桑德利那·吉贝尔兰，Laurent Lafitte,2014-06-22 13:30:00.000,曲阳影都,一厅
QY1206    ,赦免,美国,汤姆·安东,洁米·金，杰森·刘易斯，M·C·盖尼,2014-06-20 20:45:00.000,曲阳影都,一厅
QY1205    ,瓦西里撒,俄罗斯,安东·希维斯,斯维特拉纳·库德钦科娃，德米特里·索罗米钦，杰罗姆·库辛,2014-06-20 18:30:00.000,曲阳影都,一厅
QY1203    ,意外人生,西班牙,若热·托雷格罗萨,坦米·布兰查德，贾维尔·卡马拉,2014-06-20 13:30:00.000,曲阳影都,一厅
QY1194    ,逆鳞,韩国,李才奎,玄彬，郑在咏,2014-06-19 15:45:00.000,曲阳影都,一厅
QY1185    ,暗黑兄弟会,德国,沙维尔·柯勒,芬·亨克尔，莫里兹·布雷多,2014-06-18 18:30:00.000,曲阳影都,一厅
QY1156    ,华颐：吞噬怪物的孩子,韩国,张俊焕,金允石，吕珍九,2014-06-15 20:45:00.000,曲阳影都,一厅
QY1154    ,黑执事,日本,大谷健太郎, 刚力彩芽，山本美月,2014-06-15 15:45:00.000,曲阳影都,一厅
QY1146    ,巴西之西,巴西,雷内·桑帕约,法布里西奥·波利维拉，伊希斯·瓦尔维德,2014-06-14 20:45:00.000,曲阳影都,一厅
QY1145    ,端岛计划,泰国,皮亚潘·秋贝绮,麦克，奥密兹·苏查拉特,2014-06-14 18:30:00.000,曲阳影都,一厅
QY1144    ,双城之恋,印度,阿布舍克·瓦尔马, 阿琼·卡普尔 ，阿莉雅·布哈特 ， 阿莫瑞塔·金格 ， 洛尼特·罗伊,2014-06-14 15:45:00.000,曲阳影都,一厅
QY1143    ,蚁族与明星,孟加拉国,穆斯塔法·萨瓦尔·法罗奇,,2014-06-14 13:30:00.000,曲阳影都,一厅
QY1153    ,孤独的生还者,美国,彼得·博格,马克·沃尔伯格，泰勒·克奇,2014-06-15 13:30:00.000,曲阳影都,一厅
QY1215    ,拯救,意大利,法比奥·格拉萨多尼亚，安东尼奥·皮亚扎,萨利赫·巴克里，卢伊吉洛·肖卡，卡洛琳娜·克雷仙蒂,2014-06-21 18:30:00.000,曲阳影都,一厅
QY1204    ,大梦想家,美国,约翰·李·汉考克,艾玛·汤普森，汤姆·汉克斯,2014-06-20 15:45:00.000,曲阳影都,一厅
QY1196    ,真不走运,德国,彼得·托沃斯,莫里兹·布雷多，阿克赛·斯坦,2014-06-19 20:45:00.000,曲阳影都,一厅
QY1195    ,47浪人,美国,卡尔·里辛,基努·里维斯，真田广之,2014-06-19 18:30:00.000,曲阳影都,一厅
QY1193    ,七个小“杀手”,意大利,玛泰·安德雷奥利,吉安马可·托纳兹，米开罗·范尼图奇，洛萨莉亚·鲁索,2014-06-19 13:30:00.000,曲阳影都,一厅
SH1155    ,第一个夏天,葡萄牙,阿德里亚诺·门德斯,安娜贝拉·卡耶塔诺，阿德里亚诺·门德斯,2014-06-15 18:30:00.000,世纪大上海电影院,一厅
SH1154    ,九天零一个清晨,俄罗斯,薇拉·斯托洛日娃,安娜·雪碧妮娜，奥尔加·波波娃，谢尔盖·普斯科帕里斯,2014-06-15 15:45:00.000,世纪大上海电影院,一厅
SH1176    ,银行女劫匪,德国,克里斯蒂安·阿瓦特,肯·杜肯，娜达莎·布锐妮克,2014-06-17 20:45:00.000,世纪大上海电影院,一厅
SH1224    ,索菲亚的七个男友,波兰,维罗妮卡·米根,卡特日什娜·马兹格，克日什托夫·格洛比什,2014-06-22 15:45:00.000,世纪大上海电影院,一厅
SH1216    ,鳄鱼的黄眼睛,法国,塞西尔·特莱曼,艾曼纽·贝阿，茱莉·德帕迪约，帕特里克·布鲁尔,2014-06-21 20:45:00.000,世纪大上海电影院,一厅
SH1196    ,狼,荷兰,吉姆·塔胡,马尔万·肯扎里，雷蒙德·提哈瑞，娜瑟丁·德查,2014-06-19 20:45:00.000,世纪大上海电影院,一厅
SH1166    ,巴勒莫狂花,意大利,艾玛·丹特,艾玛·丹特，伊莲娜·科塔，阿尔芭·洛尔瓦彻,2014-06-16 20:45:00.000,世纪大上海电影院,一厅
SH1145    ,怨女痴男,印度尼西亚,欧迪C·哈拉哈普,维诺G·巴斯蒂安，阿斯特丽德·蒂亚,2014-06-14 18:30:00.000,世纪大上海电影院,一厅
SH1226    ,秘密炸弹,意大利,罗伯托·罗西里尼,吉纳罗·皮萨诺，玛丽莲·布福德,2014-06-22 20:45:00.000,世纪大上海电影院,一厅
SH1225    ,爱,意大利,罗伯托·罗西里尼,安娜·玛妮雅妮,2014-06-22 18:30:00.000,世纪大上海电影院,一厅
SH1215    ,广告风云 (HDCAM),日本,永井聪,妻夫木聪，北川景子，丰川悦司,2014-06-21 18:30:00.000,世纪大上海电影院,一厅
SH1184    ,乌云压顶,泰国,利·查泰米提古,阿南达·爱华灵咸，珍苏达·帕托,2014-06-18 15:45:00.000,世纪大上海电影院,一厅
SH1175    ,瓦西里撒,俄罗斯,安东·希维斯,斯维特拉纳·库德钦科娃，德米特里·索罗米钦，杰罗姆·库辛,2014-06-17 18:30:00.000,世纪大上海电影院,一厅
SH1165    ,地下铁,英国,安东尼·阿斯奎斯,布赖恩·艾亨，爱丽莎·兰迪,2014-06-16 18:30:00.000,世纪大上海电影院,一厅
SH1144    ,昨天,马来西亚,苏忠源,蔡明亮，侯孝贤，李安,2014-06-14 15:45:00.000,世纪大上海电影院,一厅
SH1205    ,3D铁三角,法国,彼得·格林纳威，让·吕克·戈达尔，埃德加·佩拉,努诺·梅洛，米格尔·蒙泰罗， 安吉拉·马奎,2014-06-20 18:30:00.000,世纪大上海电影院,一厅
SH1195    ,白雪公主杀人事件 (HDCAM),日本,中村义洋,井上真央，绫野刚， 菜菜绪,2014-06-19 18:30:00.000,世纪大上海电影院,一厅
SH1194    ,路过蜻蜓,印度,因德拉尼尔·罗伊乔德瑞,索西妮·萨卡，阿卡什·阿迪卡里,2014-06-19 15:45:00.000,世纪大上海电影院,一厅
SH1186    ,奥兰多 (HDCAM),英国,莎莉·波特,蒂尔达·斯文顿，比利·赞恩，Quentin Crisp，John Bott,2014-06-18 20:45:00.000,世纪大上海电影院,一厅
SH1185    ,劳动节,美国,贾森·雷特曼,凯特·温丝莱特，乔什·布洛林,2014-06-18 18:30:00.000,世纪大上海电影院,一厅
SH1174    ,天使一起降临,伊朗,哈米德·穆罕默德,穆罕默德·雅瓦德·艾扎迪，纳赞宁·巴亚提,2014-06-17 15:45:00.000,世纪大上海电影院,一厅
SH1164    ,我没有生气！,伊朗,雷扎·多米西安,巴兰·库萨里，纳维德·默罕默德扎德，米拉德·拉希米,2014-06-16 15:45:00.000,世纪大上海电影院,一厅
SH1156    ,守护天使,加拿大,让·塞巴斯蒂安·罗德,玛丽莲·卡斯顿圭，盖伊·纳顿,2014-06-15 20:45:00.000,世纪大上海电影院,一厅
SH1146    ,玛丽娜,比利时,史迪金·柯宁斯,马提奥·西摩尼，卢伊吉洛·肖卡,2014-06-14 20:45:00.000,世纪大上海电影院,一厅
WD6226    ,超级8,美国,艾布拉姆斯 J.J.,莱昂纳多·迪卡普里奥,2014-06-22 20:45:00.000,万达国际电影城,六厅
WD6146    ,蝙蝠侠：侠影之谜,美国,诺兰 克里斯托弗, 克里斯蒂安·贝尔 ，迈克尔·凯恩,2014-06-14 20:45:00.000,万达国际电影城,六厅
WD7166    ,最后的执刑人,泰国,汤姆·沃勒,维他亚·潘斯林加姆，罗恩·斯穆安伯格,2014-06-16 20:45:00.000,万达国际电影城,七厅
WD7185    ,战栗丛林,澳大利亚,亚伦·威尔逊,Khan Chittenden， 莫子仪,2014-06-18 18:30:00.000,万达国际电影城,七厅
WD7175    ,补丁镇,加拿大,克雷格·古德维尔,佐伊·帕尔默，朱利安·瑞钦斯，斯科特·汤普森,2014-06-17 18:30:00.000,万达国际电影城,七厅
WD7165    ,汉娜的旅程,德国,朱莉娅·冯·海因茨,卡罗利妮·舒赫 ，多伦·阿米特 ,2014-06-16 18:30:00.000,万达国际电影城,七厅
WD7144    ,赛马王,丹麦,安妮·格莱斯·贝加拉,布贾内·亨里克森,2014-06-14 15:45:00.000,万达国际电影城,七厅
WD7226    ,该隐之子,西班牙,赫苏斯·蒙亚奥·普拉纳,大卫·索兰斯，何塞·科罗纳，胡利欧·曼里克,2014-06-22 20:45:00.000,万达国际电影城,七厅
WD7224    ,偷书贼,美国,布莱恩·派西维尔,杰弗里·拉什，艾米丽·沃森,2014-06-22 15:45:00.000,万达国际电影城,七厅
WD7223    ,武士的食谱,日本,朝原雄三,上户彩，高良健吾，西田敏行,2014-06-22 13:30:00.000,万达国际电影城,七厅
WD7205    ,玛利亚与蜘蛛侠,阿根廷,玛利亚·维多利亚·温尼斯,帕布罗·阿吉雷·安德拉德,2014-06-20 18:30:00.000,万达国际电影城,七厅
WD7196    ,恶梦湖,意大利,里卡尔多·保莱蒂,黛西·奇苹，大卫·布兰登,2014-06-19 20:45:00.000,万达国际电影城,七厅
WD7156    ,爱情食谱,西班牙,多米尼克·哈拉里 ;特蕾莎·德·普利格雷,理查德·柯伊尔,2014-06-15 20:45:00.000,万达国际电影城,七厅
WD7143    ,家,瑞典,马克西米连·霍特,莫阿·格梅尔，莉娜·宝珊,2014-06-14 13:30:00.000,万达国际电影城,七厅
WD7153    ,索菲亚的七个男友,波兰,维罗妮卡·米根,卡特日什娜·马兹格，克日什托夫·格洛比什,2014-06-15 13:30:00.000,万达国际电影城,七厅
WD7145    ,爱到疯狂,泰国,瑞克查·庞派奇,帕孔·察特伯卡,2014-06-14 18:30:00.000,万达国际电影城,七厅
WD7216    ,最后的车轮,意大利,乔瓦尼·维洛内西,埃里奥·杰曼诺，亚历桑德拉·马斯特罗兰迪，瑞奇·孟菲斯,2014-06-21 20:45:00.000,万达国际电影城,七厅
WD7206    ,狮心,芬兰,多姆·卡如库斯基,彼得·弗朗岑，劳拉·布林，加斯帕·帕科农,2014-06-20 20:45:00.000,万达国际电影城,七厅
WD7195    ,十分钟,,李勇胜,白钟焕,2014-06-19 18:30:00.000,万达国际电影城,七厅
WD7186    ,你拯救了我的灵魂,法国,弗朗索瓦·杜佩洪,格莱高利·嘉德波瓦，席琳·萨莱特,2014-06-18 20:45:00.000,万达国际电影城,七厅
WD7215    ,自私的巨人,英国,克里欧·巴纳德,康纳·查普曼，舍恩·托马斯,2014-06-21 18:30:00.000,万达国际电影城,七厅
WD7213    ,哀叹,德国,俊斯·琼森,古列拉·儒勒，亨德里·克力，比约恩·安德森,2014-06-21 13:30:00.000,万达国际电影城,七厅
WD7155    ,尘埃之境,加拿大,彼得·斯戴宾斯,珍妮弗·波戴斯基，卢克·科比,2014-06-15 18:30:00.000,万达国际电影城,七厅
WD7154    ,洛杉矶,德国,戴米恩·约翰·哈珀,马特奥·巴蒂斯塔·马蒂亚斯，马科斯·罗德里格兹·鲁伊兹,2014-06-15 15:45:00.000,万达国际电影城,七厅
WD7176    ,窈窕舞妓,日本,周防 正行,上白石萌音，长谷川博己,2014-06-17 20:45:00.000,万达国际电影城,七厅
WD7146    ,她,美国,斯派克·琼斯,杰昆·菲尼克斯，斯嘉丽·约翰逊,2014-06-14 20:45:00.000,万达国际电影城,七厅
WD7214    ,爱恨一线牵,美国,丽莎·约翰逊,盖·皮尔斯，克里斯汀·韦格，海莉·斯坦菲尔德,2014-06-21 15:45:00.000,万达国际电影城,七厅
WD7225    ,水色明信片,美国,拉杰夫·戴萨妮, 乔纳森·班克斯 ，拜莉·麦迪逊,2014-06-22 18:30:00.000,万达国际电影城,七厅
XJ1185    ,第一个夏天,葡萄牙,阿德里亚诺·门德斯,安娜贝拉·卡耶塔诺，阿德里亚诺·门德斯,2014-06-18 18:30:00.000,上海希杰莘庄影城,一厅
XJ1175    ,医恋俏佳人,法国,阿克塞尔·罗贝尔,塞德里克·康，露易丝·布尔昆,2014-06-17 18:30:00.000,上海希杰莘庄影城,一厅
XJ1215    ,战栗丛林,澳大利亚,亚伦·威尔逊,Khan Chittenden， 莫子仪,2014-06-21 18:30:00.000,上海希杰莘庄影城,一厅
XJ1196    ,黑金杀机,美国,雷德利·斯科特,迈克尔·斯宾德，  布拉德·皮特,2014-06-19 20:45:00.000,上海希杰莘庄影城,一厅
XJ1154    ,八月：奥色治郡,美国,约翰·威尔斯,朱莉娅·罗伯茨 ， 梅丽尔·斯特里普，伊万·麦克格雷格,2014-06-15 15:45:00.000,上海希杰莘庄影城,一厅
XJ1186    ,狼,荷兰,吉姆·塔胡,马尔万·肯扎里，雷蒙德·提哈瑞，娜瑟丁·德查,2014-06-18 20:45:00.000,上海希杰莘庄影城,一厅
XJ1226    ,华颐：吞噬怪物的孩子,韩国,张俊焕,金允石，吕珍九,2014-06-22 20:45:00.000,上海希杰莘庄影城,一厅
XJ1165    ,人为因素,意大利,布鲁诺·奥利维罗,西尔维奥·奥兰多，吉塞培·巴蒂斯通，桑德拉·切卡莱利,2014-06-16 18:30:00.000,上海希杰莘庄影城,一厅
XJ1156    ,鳄鱼的黄眼睛,法国,塞西尔·特莱曼,艾曼纽·贝阿，茱莉·德帕迪约，帕特里克·布鲁尔,2014-06-15 20:45:00.000,上海希杰莘庄影城,一厅
XJ1145    ,生存法则,加拿大,罗斯·弗格森,达斯汀·米利甘，迈克尔·艾克朗德，汤姆·巴特勒,2014-06-14 18:30:00.000,上海希杰莘庄影城,一厅
XJ1195    ,意外人生,西班牙,若热·托雷格罗萨,坦米·布兰查德，贾维尔·卡马拉,2014-06-19 18:30:00.000,上海希杰莘庄影城,一厅
XJ1176    ,乌云压顶,泰国,利·查泰米提古,阿南达·爱华灵咸，珍苏达·帕托,2014-06-17 20:45:00.000,上海希杰莘庄影城,一厅
XJ1155    ,旗鼓相当,美国,彼得·西格尔,罗伯特·德·尼罗，西尔维斯特·史泰龙,2014-06-15 18:30:00.000,上海希杰莘庄影城,一厅
XJ1146    ,狮心,芬兰,多姆·卡如库斯基,彼得·弗朗岑，劳拉·布林，加斯帕·帕科农,2014-06-14 20:45:00.000,上海希杰莘庄影城,一厅
XJ1225    ,她在路上,法国,艾玛纽尔·贝克特,凯瑟琳.德纳芙，奈莫.施夫曼,2014-06-22 18:30:00.000,上海希杰莘庄影城,一厅
XJ1216    ,你拯救了我的灵魂,法国,弗朗索瓦·杜佩洪,格莱高利·嘉德波瓦，席琳·萨莱特,2014-06-21 20:45:00.000,上海希杰莘庄影城,一厅
